Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV,ftm/g,Zscore
12,138,-0.271284303,Larry Nance Jr.,NOR,PF/C,Questionable - knee,65,21.24820513,6.784615385,0.215384615,5.446153846,1.830769231,0.861538462,0.569230769,0.609836066,4.692307692,0.696202532,1.215384615,0.646153846,-1.55255932,-1.298951103,-0.163100423,-0.90238322,-0.297186611,-0.146853258,0.743257885,-0.347183283,1.52340061,0.846153846,-3.292102033
25,291,-0.605524439,Jae'Sean Tate,HOU,SF/PF,,31,21.85376344,9.129032258,0.419354839,3.806451613,2.709677419,0.677419355,0.225806452,0.480349345,7.387096774,0.724637681,2.225806452,1.516129032,-1.192975362,-1.110376278,-0.843695253,-0.513086838,-0.82126572,-0.823539385,-0.151825775,-0.460893453,0.467938113,1.612903226,-3.300339989
17,198,-0.412410079,Moritz Wagner,ORL,PF/C,,57,19.46403509,10.52631579,0.894736842,4.543859649,1.473684211,0.649122807,0.228070175,0.5,6.947368421,0.840659341,3.192982456,1.192982456,-0.978661625,-0.670875467,-0.53761767,-1.06054753,-0.901809395,-0.819078925,0.046168594,0.350748574,0.859982734,2.684210526,-3.315050555
13,154,-0.312834342,Brandon Clarke,MEM,SF/PF,Injured - achilles tear (0g) - 2/28/2024,56,19.46547619,9.964285714,0.017857143,5.535714286,1.285714286,0.607142857,0.660714286,0.656160458,6.232142857,0.722627737,2.446428571,0.982142857,-1.06486515,-1.481569469,-0.125926374,-1.143805386,-1.021301691,0.033406623,1.392502845,-0.519725893,1.11577542,1.767857143,-3.381213302
22,262,-0.56194611,Naji Marshall,NOR,SG/SF,Injured - right knee (0g) - 11/2/2023,77,23.27164502,9.064935065,0.857142857,3.623376623,2.454545455,0.701298701,0.181818182,0.432574431,7.415584416,0.788571429,2.272727273,1.25974026,-1.202806516,-0.705631909,-0.919684594,-0.626092897,-0.753295226,-0.910214237,-0.644672837,-0.074108285,0.778991507,1.792207792,-3.381441596
20,230,-0.480439008,Ayo Dosunmu,CHI,PG/SG,,80,26.21916667,8.5875,0.7375,2.75,2.575,0.775,0.325,0.492982456,7.125,0.804878049,1.025,1.2375,-1.276034956,-0.816244284,-1.282198959,-0.572739749,-0.543510855,-0.628087594,-0.021807865,0.010699581,0.80597361,0.825,-3.387555326
16,187,-0.389295392,Isaiah Hartenstein,NYK,C,,82,19.82825203,4.951219512,0.097560976,6.536585366,1.243902439,0.646341463,0.780487805,0.535168196,3.987804878,0.676056338,0.865853659,0.804878049,-1.833763465,-1.407881574,0.289507398,-1.162325182,-0.909726249,0.26940936,0.215992028,-0.295705685,1.330834838,0.585365854,-3.458039941
19,227,-0.461619411,Charles Bassey,SAS,PF/C,,35,14.51047619,5.685714286,0.085714286,5.514285714,1.371428571,0.457142857,0.942857143,0.644444444,3.857142857,0.594594595,1.057142857,1.171428571,-1.721107504,-1.418834091,-0.134820778,-1.105839804,-1.448263714,0.589343251,0.794213579,-0.595397755,0.88613212,0.628571429,-3.489915657
17,195,-0.407609124,Robert Covington,LAC,SF/PF,,48,16.21979167,6,1.125,3.458333333,1.1875,0.791666667,0.6875,0.445414847,4.770833333,0.75,0.833333333,0.666666667,-1.672902723,-0.457992262,-0.988189477,-1.187307616,-0.496070631,0.086185417,-0.334140297,-0.116578782,1.498514254,0.625,-3.522648329
15,171,-0.361555411,Gary Harris,ORL,SG/SF,,48,24.67430556,8.270833333,1.958333333,2.041666667,1.229166667,0.9375,0.25,0.449511401,6.395833333,0.9,0.625,0.583333333,-1.324604924,0.312442194,-1.576208442,-1.168852125,-0.080968664,-0.775868216,-0.407230764,0.167677163,1.599615077,0.5625,-3.560225492
16,183,-0.379362189,Xavier Tillman,MEM,PF/C,,61,19.34508197,7.032786885,0.06557377,5.032786885,1.573770492,0.950819672,0.475409836,0.614379085,5.016393443,0.550561798,1.459016393,0.721311475,-1.514495061,-1.437454428,-0.334677561,-1.016216133,-0.043055369,-0.331718804,0.827135947,-0.995996918,1.432218631,0.803278689,-3.582635005
15,175,-0.36873763,John Konchar,MEM,SG/SF,,72,20.7462963,5.055555556,0.833333333,4.305555556,1.388888889,1.069444444,0.347222222,0.43125,4.444444444,0.777777778,0.5,0.513888889,-1.817760523,-0.727644322,-0.636531077,-1.098106074,0.294599783,-0.584300742,-0.399629683,-0.033131799,1.683865764,0.388888889,-3.658598163
23,269,-0.575309442,Josh Okogie,PHO,SG/SF,,72,18.75671296,7.347222222,0.916666667,3.486111111,1.458333333,0.777777778,0.472222222,0.391304348,5.75,0.723958333,2.666666667,0.875,-1.466267331,-0.650600876,-0.976659694,-1.067346921,-0.535604151,-0.337999704,-0.83247837,-0.556590119,1.245762194,1.930555556,-3.686024165
20,234,-0.495313919,Pat Connaughton,MIL,SG/SF,,61,23.65027322,7.639344262,1.786885246,4.639344262,1.262295082,0.606557377,0.180327869,0.39192399,6.901639344,0.658536585,0.672131148,0.540983607,-1.42146199,0.153934777,-0.497984661,-1.154178496,-1.022968209,-0.913150762,-0.990732846,-0.262277267,1.650994185,0.442622951,-3.87299911
18,212,-0.436070511,Troy Brown Jr,LAL,SF/PF,,76,24.46885965,7.118421053,1.407894737,4.052631579,1.25,0.776315789,0.210526316,0.430107527,6.118421053,0.871794872,0.513157895,0.644736842,-1.501360591,-0.196450039,-0.741512791,-1.159624379,-0.539765575,-0.853647492,-0.555093006,0.097699537,1.525119734,0.447368421,-3.927658662
17,193,-0.40431534,Luke Kennard,MEM,SG/SF,,59,22.29096045,9.254237288,2.254237288,2.677966102,1.542372881,0.542372881,0.084745763,0.492146597,6.474576271,0.948717949,0.661016949,0.779661017,-1.173771559,0.586011717,-1.312098229,-1.030123133,-1.205663823,-1.101486538,-0.028493215,0.265358329,1.361428391,0.627118644,-3.973258962
23,267,-0.566671114,Landry Shamet,WAS,SG,Injured - broken toe (0g) - 11/6/2023,40,20.17166667,8.65,1.875,1.675,2.325,0.65,0.125,0.376666667,7.5,0.882352941,1.275,0.9,-1.266448778,0.235398748,-1.728401585,-0.683472698,-0.899312541,-1.022169254,-1.234543311,0.283477444,1.215431947,1.125,-3.981630528
21,247,-0.526667779,Josh Green,DAL,SG/SF,,60,25.65388889,9.1,1.133333333,3.033333333,1.716666667,0.7,0.083333333,0.536649215,6.366666667,0.723404255,1.566666667,1.2,-1.197428296,-0.450287918,-1.164595166,-0.952922874,-0.756991867,-1.1042696,0.365494187,-0.330477452,0.851468981,1.133333333,-3.995068189
17,199,-0.413895483,Nick Richards,CHA,C,,65,18.7225641,8.184615385,0.015384615,6.4,0.584615385,0.169230769,1.092307692,0.629392971,4.815384615,0.74863388,2.815384615,0.907692308,-1.337828934,-1.483855373,0.232814608,-1.454344382,-2.267780564,0.883821855,0.893950659,-0.39793678,1.206099563,2.107692308,-4.000191975
18,208,-0.429387268,Keita Bates-Diop,SAS,PF,,67,21.67835821,9.656716418,0.835820896,3.701492537,1.537313433,0.686567164,0.298507463,0.507526882,6.940298507,0.793333333,2.23880597,0.835820896,-1.112039774,-0.725344518,-0.887260849,-1.032364124,-0.795227272,-0.680288709,0.118700423,-0.043955257,1.293294671,1.776119403,-4.007041514
19,220,-0.449336265,Reggie Bullock,DAL,SF/PF,,78,30.31303419,7.192307692,1.935897436,3.628205128,1.384615385,0.692307692,0.166666667,0.408510638,6.025641026,0.702702703,0.474358974,0.461538462,-1.490027943,0.291699728,-0.917680416,-1.099998945,-0.778887355,-0.940068908,-0.727704894,-0.128735473,1.74737782,0.333333333,-4.039310199
18,215,-0.439623297,Jonathan Isaac,ORL,SF/PF,,11,11.27424242,5,0.545454545,4,0.545454545,1.272727273,0.363636364,0.41509434,4.818181818,0.555555556,0.818181818,0.363636364,-1.82628157,-0.993794407,-0.763358697,-1.471689962,0.873226767,-0.551958182,-0.540338935,-0.548568297,1.866153613,0.454545455,-4.059654116
23,271,-0.577897366,Taurean Prince,MIN,SF/PF,,54,22.08179012,9.12962963,1.37037037,2.444444444,1.555555556,0.518518519,0.277777778,0.46701847,7.018518519,0.844155844,1.425925926,1.277777778,-1.192883738,-0.231142117,-1.409026579,-1.024284108,-1.273563204,-0.721134652,-0.274898466,0.168748357,0.757108212,1.203703704,-4.065675343
24,282,-0.587368954,Jay Scrubb,ORL,SG/SF,Out for season - torn acl (0g) - 7/14/2024,2,15.05833333,6.5,1,3,0.5,1,0,0.714285714,3.5,0.5,1,1.5,-1.596213299,-0.573557431,-1.178430907,-1.491823226,0.096932179,-1.268470292,1.059186024,-0.821449647,0.487506015,0.5,-4.076869881
24,288,-0.603601381,Andre Drummond,CHI,C,,67,12.67686567,5.955223881,0,6.626865672,0.492537313,0.671641791,0.402985075,0.605839416,4.089552239,0.536,1.865671642,1.119402985,-1.679770433,-1.498078778,0.326980244,-1.495128687,-0.837711055,-0.474425155,0.623442988,-1.346971633,0.949250076,1,-4.148035806
17,201,-0.417711016,Corey Kispert,WAS,SG/SF,,74,28.28693694,11.08108108,2.202702703,2.797297297,1.175675676,0.432432432,0.121621622,0.497435897,7.905405405,0.852272727,1.189189189,0.743243243,-0.893572364,0.538366893,-1.262567166,-1.192544985,-1.5185998,-1.028826039,0.02611332,0.166620204,1.405610794,1.013513514,-4.159376092
20,231,-0.482967675,Terance Mann,LAC,SG/SF,,81,23.1100823,8.802469136,0.950617284,3.407407407,2.271604938,0.518518519,0.271604938,0.519083969,6.469135802,0.779661017,1.456790123,0.987654321,-1.243063237,-0.619212806,-1.009327414,-0.707123068,-1.273563204,-0.733297667,0.21367607,-0.083886611,1.109088858,1.135802469,-4.164094327
18,213,-0.436963051,Isaiah Joe,OKC,PG/SG,,73,19.11210046,9.465753425,2.205479452,2.397260274,1.205479452,0.657534247,0.109589041,0.440944882,6.95890411,0.82,1.369863014,0.534246575,-1.141329458,0.540934057,-1.428611417,-1.179343945,-0.87786696,-1.052535136,-0.524807337,0.07172512,1.659167618,1.123287671,-4.17738426
20,238,-0.502345,Lonnie Walker,LAL,SG/SF,,56,23.16071429,11.67857143,1.625,1.946428571,1.142857143,0.535714286,0.303571429,0.447817837,9.410714286,0.858490566,1.892857143,0.821428571,-0.801929983,0.004268411,-1.615739128,-1.207081357,-1.22461694,-0.670310629,-0.615371055,0.298920102,1.310755581,1.625,-4.261961848
14,158,-0.33542673,Jeenathan Williams Jr.,POR,SG,,5,25.31333333,10.6,0.6,3,2,0.6,0.4,0.615384615,7.8,0.666666667,0.6,0.8,-0.967360025,-0.94336597,-1.178430907,-0.827425532,-1.041633216,-0.480306971,1.304039794,-0.221110677,1.336752935,0.4,-4.268490225
25,289,-0.604743162,Bismack Biyombo,PHO,C,,61,14.3284153,4.31147541,0,4.262295082,0.918032787,0.295081967,1.442622951,0.577669903,3.37704918,0.357142857,1.147540984,0.836065574,-1.931886678,-1.498078778,-0.654487297,-1.306663213,-1.909556017,1.57408595,0.380424059,-1.389524311,1.292997825,0.409836066,-4.289825658
24,281,-0.587049795,Jaylen Nowell,MIN,PG/SG,,65,19.25717949,10.83076923,1.030769231,2.615384615,2.030769231,0.646153846,0.076923077,0.448,9.615384615,0.777777778,1.523076923,1,-0.931964907,-0.54511062,-1.338074065,-0.813796861,-0.910260286,-1.116900423,-0.626045184,-0.095406768,1.094110958,1.184615385,-4.290359363
24,285,-0.596447485,Devonte' Graham,SAS,PG/SG,,73,18.33378995,7.383561644,1.630136986,1.671232877,2.684931507,0.616438356,0.219178082,0.373549884,5.904109589,0.748091603,1.794520548,0.726027397,-1.460693633,0.009017665,-1.729965213,-0.524047589,-0.994842857,-0.836599979,-1.000115999,-0.257276984,1.426497228,1.342465753,-4.357683484
16,181,-0.375163137,Jae Crowder,MIL,SF/PF,,18,18.8712963,6.888888889,1.333333333,3.833333333,1.5,0.666666667,0.333333333,0.478723404,5.222222222,0.833333333,0.666666667,0.388888889,-1.53656597,-0.265383648,-0.832537398,-1.04889143,-0.851872317,-0.611667524,-0.122841128,0.057774185,1.835517,0.555555556,-4.368043826
24,286,-0.598297161,Shaedon Sharpe,POR,SG/SF/PF,,80,22.23208333,9.8625,1.275,2.95,1.175,0.475,0.3,0.472222222,8.1,0.714285714,1.3125,1.0375,-1.080476925,-0.31931406,-1.199184517,-1.192844263,-1.397434902,-0.677347801,-0.256733859,-0.309953707,1.048615587,0.9375,-4.385210809
25,295,-0.614158961,Jordan Nwora,IND,SF/PF,,62,19.16182796,8.741935484,1.387096774,3.693548387,1.419354839,0.387096774,0.225806452,0.435955056,7.177419355,0.790697674,1.387096774,1.064516129,-1.252347819,-0.215678199,-0.890558245,-1.084611736,-1.647643829,-0.823539385,-0.590656831,-0.03823396,1.015839352,1.096774194,-4.388322266
20,237,-0.501218713,Mo Bamba,LAL,C,,49,15.68231293,6.591836735,0.979591837,4.591836735,0.93877551,0.265306122,0.87755102,0.485477178,4.918367347,0.661290323,1.265306122,0.612244898,-1.582127487,-0.592425213,-0.517703715,-1.297475601,-1.994310383,0.460663525,-0.070270784,-0.481858037,1.564539281,0.836734694,-4.393623292
21,249,-0.532137634,Maxi Kleber,DAL,PF/C,,37,25.12837838,5.945945946,1.054054054,3.648648649,1.405405405,0.324324324,0.810810811,0.455621302,4.567567568,0.710526316,1.027027027,0.72972973,-1.681193471,-0.523583304,-0.909194879,-1.090790383,-1.826320177,0.329158062,-0.255661485,-0.253658589,1.422005522,0.72972973,-4.438819038
22,255,-0.548675706,Jaylin Williams,OKC,PF/C,Injured - hamstring (0g) - 11/8/2023,49,18.65782313,5.87755102,0.93877551,4.918367347,1.551020408,0.571428571,0.244897959,0.435897436,4.775510204,0.703703704,1.102040816,0.755102041,-1.691683806,-0.630160779,-0.382169932,-1.026292869,-1.122959315,-0.78592132,-0.397614019,-0.292502902,1.391223583,0.775510204,-4.488888058
20,236,-0.500882661,Julian Champagnie,SAS,SG,,17,18.83137255,9.705882353,1.941176471,3.529411765,0.588235294,0.352941176,0.294117647,0.453846154,7.647058824,0.823529412,1,0.647058824,-1.10449876,0.296580308,-0.958686796,-1.452741009,-1.744864783,-0.688938438,-0.438357965,0.061260807,1.522302683,0.823529412,-4.56388272
22,256,-0.552381916,Rui Hachimura,LAL,SF/PF,,63,23.27116402,11.22222222,0.80952381,4.492063492,0.920634921,0.301587302,0.412698413,0.48630137,9.26984127,0.739495798,1.888888889,0.841269841,-0.871924298,-0.749656735,-0.559116815,-1.305510645,-1.891039145,-0.455285913,-0.1106237,-0.314963944,1.286683956,1.396825397,-4.614735953
14,163,-0.34489695,Otto Porter,TOR,SF/PF,,8,18.29166667,5.5,0.75,2.375,1,1.375,0,0.5,3.75,1,1,0.5,-1.749592147,-0.804687768,-1.437851038,-1.270357328,1.164337237,-1.268470292,0.019093649,0.542739236,1.700715901,1,-4.629341614
23,270,-0.575692553,Chuma Okeke,ORL,PF,,27,19.18518519,4.740740741,0.962962963,3.555555556,1.37037037,0.703703704,0.407407407,0.352459016,4.518518519,0.761904762,0.777777778,0.62962963,-1.866046457,-0.607798962,-0.947835234,-1.106308514,-0.746449595,-0.465711354,-0.900806932,-0.083723883,1.543447953,0.592592593,-4.7066073
24,277,-0.582969589,James Wiseman,DET,C,,45,19.27185185,10,0.088888889,5.933333333,0.666666667,0.155555556,0.6,0.557522124,7.533333333,0.701030928,2.155555556,1.133333333,-1.059387334,-1.415899103,0.039114243,-1.41800126,-2.306705877,-0.08622531,0.653295877,-0.585267173,0.93234964,1.511111111,-4.713322365
24,287,-0.599249481,Cory Joseph,DET,PG/SG,Injured - lower back strain (0g) - 10/27/2023,62,19.79569892,6.887096774,1.129032258,1.709677419,3.5,0.548387097,0.14516129,0.427350427,5.661290323,0.791666667,1.161290323,0.903225806,-1.536840842,-0.454264354,-1.714007952,-0.163027837,-1.18854488,-0.982443281,-0.536255923,-0.029378626,1.211518366,0.919354839,-4.721529294
18,210,-0.433261388,Gary Payton II,GSW,PG/SG,,22,16.70984848,4.590909091,0.590909091,3.136363636,1.363636364,1,0.227272727,0.594202899,3.136363636,0.857142857,0.318181818,0.727272727,-1.889027462,-0.951770709,-1.121830151,-1.10929122,0.096932179,-0.820650223,0.424464766,0.046833951,1.424986382,0.272727273,-4.739419065
22,261,-0.557385317,Trey Lyles,SAC,PF/C,,74,16.8536036,7.594594595,1.175675676,4.054054054,0.891891892,0.364864865,0.418918919,0.458333333,5.513513514,0.814516129,1.675675676,0.864864865,-1.428325642,-0.411141518,-0.740922361,-1.318241846,-1.710925036,-0.443028976,-0.285208418,0.063267701,1.25805824,1.364864865,-4.746768222
23,265,-0.566270964,Anthony Lamb,GSW,SF/PF,,62,19.2733871,6.693548387,1.177419355,3.467741935,1.548387097,0.451612903,0.322580645,0.47133758,5.064516129,0.766666667,0.967741935,0.870967742,-1.566527071,-0.40952945,-0.984284228,-1.027459246,-1.464004249,-0.63285471,-0.171493118,-0.090940772,1.250654169,0.741935484,-4.781503161
21,248,-0.531799203,Isaiah Livers,DET,SG/SF,Injured - grade-3 ankle sprain (0g) - 12/6/2023,52,23.05096154,6.653846154,1.423076923,2.75,0.788461538,0.538461538,0.538461538,0.416666667,5.538461538,0.820512821,0.75,0.576923077,-1.572616554,-0.182413784,-1.282198959,-1.364054439,-1.216797123,-0.207481206,-0.607121463,0.039098639,1.607392064,0.615384615,-4.804239152
24,283,-0.592657847,Trendon Watford,POR,PF/C,,62,19.05833333,7.403225806,0.403225806,3.838709677,2.096774194,0.516129032,0.193548387,0.560371517,5.209677419,0.72,1.612903226,1.14516129,-1.457677566,-1.125287912,-0.830305827,-0.784561164,-1.28036467,-0.887100943,0.46850956,-0.355131945,0.917999845,1.161290323,-4.857246886
21,251,-0.536517247,Seth Curry,BKN,PG/SG,,61,19.84808743,9.196721311,1.540983607,1.639344262,1.62295082,0.590163934,0.114754098,0.46325167,7.360655738,0.927272727,0.901639344,0.836065574,-1.182593293,-0.073406538,-1.743201291,-0.994432602,-1.069630725,-1.042357864,-0.326210517,0.310179786,1.292997825,0.836065574,-4.888866511
19,221,-0.454112955,Matisse Thybulle,POR,SG/SF,,71,16.90516432,4.126760563,0.76056338,1.971830986,0.746478873,1.169014085,0.450704225,0.434782609,3.563380282,0.678571429,0.394366197,0.338028169,-1.960218028,-0.794921697,-1.605195292,-1.382649896,0.578016149,-0.380398944,-0.305424732,-0.133445885,1.897221728,0.267605634,-4.890511263
23,273,-0.578198446,Terrence Ross,PHO,SG/SF,,63,21.11851852,8.285714286,1.507936508,2.444444444,1.507936508,0.555555556,0.158730159,0.430107527,7.380952381,0.794117647,0.53968254,0.682539683,-1.322322501,-0.103959286,-1.409026579,-1.045376098,-1.168140482,-0.95570707,-0.667023438,-0.011487517,1.479256954,0.428571429,-4.950365518
25,292,-0.605609031,Damion Lee,PHO,SG/SF,Injured - right knee meniscus (0g) - 12/17/2023,74,20.3527027,8.162162162,1.486486486,3.040540541,1.337837838,0.405405405,0.094594595,0.442477876,6.108108108,0.903846154,1.405405405,1.054054054,-1.341272783,-0.123790289,-1.161603655,-1.120718207,-1.595529894,-1.082080318,-0.44918038,0.3951622,1.028532045,1.27027027,-4.955643964
17,194,-0.407568663,Thomas Bryant,DEN,C,,59,18.3299435,9.813559322,0.440677966,5.745762712,0.525423729,0.271186441,0.508474576,0.623306233,6.254237288,0.738095238,2.13559322,0.644067797,-1.08798339,-1.090662591,-0.038741109,-1.480562248,-1.977572566,-0.266567765,1.111949527,-0.363909255,1.525931426,1.576271186,-4.971953366
15,174,-0.367060703,Jay Huff,WAS,C,,7,13.56190476,7.285714286,0.857142857,3,1.428571429,0.428571429,0.571428571,0.6,3.571428571,0.9375,2.285714286,0.714285714,-1.475701348,-0.705631909,-1.178430907,-1.080529415,-1.529589814,-0.14252269,0.513871692,0.854245712,1.440742354,2.142857143,-4.983345177
25,296,-0.618915421,Terence Davis,SAC,SG/SF,,64,13.13958333,6.734375,1.390625,2.171875,1.046875,0.671875,0.1875,0.423076923,5.6875,0.790697674,0.671875,0.828125,-1.560265132,-0.212416279,-1.522162581,-1.2495949,-0.837047246,-0.899018735,-0.572455277,-0.019910042,1.302631407,0.53125,-5.067976963
22,257,-0.553088545,Joe Harris,BKN,SG/SF,,74,20.63581081,7.594594595,1.918918919,2.216216216,1.364864865,0.459459459,0.175675676,0.456818182,5.945945946,0.642857143,0.378378378,0.554054054,-1.428325642,0.276002726,-1.503757774,-1.108747078,-1.441669706,-0.922317482,-0.319103723,-0.16501521,1.635136989,0.243243243,-5.181094474
23,272,-0.578151046,Georges Niang,PHI,SF/PF,,78,19.38226496,8.166666667,1.974358974,2.371794872,0.987179487,0.384615385,0.179487179,0.442231076,6.435897436,0.866666667,0.576923077,0.692307692,-1.340581887,0.327258241,-1.439181398,-1.276035941,-1.65470689,-0.914807264,-0.474813269,0.102102681,1.467406308,0.5,-5.193604473
21,252,-0.537515991,Javonte Green,CHI,SG/SF,,32,15.00729167,5.15625,0.40625,2.75,0.71875,0.75,0.65625,0.564814815,3.375,0.666666667,1.40625,0.625,-1.802316125,-1.122491981,-1.282198959,-1.394931895,-0.614671193,0.024610157,0.319895919,-0.514604507,1.549064665,0.9375,-5.205804148
20,240,-0.514828467,Isaac Okoro,CLE,SG/SF,,76,21.74144737,6.447368421,0.815789474,2.460526316,1.144736842,0.736842105,0.394736842,0.494350282,4.657894737,0.757281553,1.355263158,0.552631579,-1.60428587,-0.743863995,-1.402351441,-1.206248778,-0.652124002,-0.490677541,-0.009787152,-0.16098017,1.636862749,1.026315789,-5.219631483
25,300,-0.623633484,Willy Hernangomez,NOR,C,,37,12.36936937,7.081081081,0.081081081,4.864864865,0.891891892,0.459459459,0.351351351,0.526627219,4.567567568,0.778846154,2.810810811,1.054054054,-1.507087753,-1.423117588,-0.404377326,-1.318241846,-1.441669706,-0.576164672,0.195023638,-0.165598151,1.028532045,2.189189189,-5.295553571
22,254,-0.542938587,Dean Wade,CLE,SF/PF,,44,20.25984848,4.681818182,1.022727273,3.409090909,0.840909091,0.636363636,0.477272727,0.412429379,4.022727273,0.652173913,0.522727273,0.386363636,-1.875083931,-0.552545582,-1.008628639,-1.34082375,-0.938127271,-0.328048147,-0.468119499,-0.213651128,1.838580661,0.340909091,-5.301110001
